326725.3800639059,4128315.2557499735
326725.3800639059,4128315.2557499735
326725.3802001985,4128315.255192139
326725.3820377583,4128315.254896721
326725.3820377583,4128315.254896721
326725.38055632636,4128315.254742343
326725.37995344267,4128315.2548394212
326725.37995344267,4128315.2548394212
326725.38101070817,4128315.2559275967
326725.38039750204,4128315.2560261823
326725.38039750204,4128315.2560261823
326725.3774652289,4128315.2571968394
326725.37832765334,4128315.257058142
326725.37832765334,4128315.257058142
326725.3773162672,4128315.2581890854
326725.3757008368,4128315.2584486296
326725.3757008368,4128315.2584486296
326725.3764167026,4128315.257323796
326725.3763134152,4128315.257340354
326725.3786928759,4128315.258031183
326725.3786928759,4128315.258031183
326725.3779171685,4128315.258155394
326725.3779171685,4128315.258155394
326725.3759580487,4128315.25634584
326725.3741095538,4128315.256640825
326725.3741095538,4128315.256640825
326725.37382932653,4128315.2573866406
326725.37451183266,4128315.2572778906
326725.3768951189,4128315.2581536467
326725.3768951189,4128315.2581536467
326725.3883512157,4128315.317084036
326725.3883512157,4128315.317084036
326725.3883512157,4128315.317084036
326725.38805440377,4128315.317131595
326725.38805440377,4128315.317131595
326725.3858188777,4128315.316252785
326725.3944543968,4128315.375634252
326725.3956403039,4128315.3757947404
326725.3956403039,4128315.3757947404
326725.39341679786,4128315.376149156
326725.38399778074,4128315.316893084
326725.38459264697,4128315.317065791
326725.37930987956,4128315.317899854
326725.3979002841,4128315.436451095
326725.39401262853,4128315.434311403
326725.3818722584,4128315.436186676
326725.3763314632,4128315.380867194
326725.3763314632,4128315.380867194
326725.37230918056,4128315.3814758696
326725.38124047016,4128315.4408074133
326725.37980491976,4128315.4428721545
326725.37234380894,4128315.443984553
326725.37234380894,4128315.443984553
326725.3718980504,4128315.4510239814
326725.36677977495,4128315.4517746717
326725.36932746205,4128315.4606022686
326725.36932746205,4128315.4606022686
326725.36239122134,4128315.4616034995
326725.36239122134,4128315.4616034995
326725.36284866696,4128315.476579497
326725.3634606258,4128315.4764919067
326725.3634606258,4128315.4764919067
326725.3686209979,4128315.497290853
326725.3682345332,4128315.497346185
326725.3682345332,4128315.497346185
326725.3682345332,4128315.497346185
326725.3855080446,4128315.5870514456
326725.3855080446,4128315.5870514456
326725.38078396505,4128315.630255421
326725.3755345641,4128315.5703911167
326725.3755345641,4128315.5703911167
326725.37214932265,4128315.6211526436
326725.36984585976,4128315.6214857115
326725.36984585976,4128315.6214857115
326725.36984585976,4128315.6214857115
326725.37990050175,4128315.733302031
326725.37990050175,4128315.733302031
326725.37990050175,4128315.733302031
326725.3643433518,4128315.674904555
326725.3643433518,4128315.674904555
326725.3643433518,4128315.674904555
326725.3574674533,4128315.6758579314
326725.3574674533,4128315.6758579314
326725.3574674533,4128315.6758579314
326725.3472319412,4128315.8967782953
326725.3472319412,4128315.8967782953
326725.3372318809,4128315.9493416315
326725.32483982114,4128315.8904614523
326725.32483982114,4128315.8904614523
326725.3294871807,4128315.9436469856
326725.327721349,4128315.9438797454
326725.327721349,4128315.9438797454
326725.327721349,4128315.9438797454
326725.32814127643,4128315.9344857954
326725.32814127643,4128315.9344857954
326725.32814127643,4128315.9344857954
326725.3364331592,4128315.993912473
326725.3364331592,4128315.993912473
326725.3364331592,4128315.993912473
326725.3360118216,4128315.9939674526
326725.3360118216,4128315.9939674526
326725.32280814776,4128316.114409244
326725.3232891154,4128316.114346477
326725.3232891154,4128316.114346477
326725.33086970676,4128316.2361920774
326725.329925965,4128316.2363151554
326725.329925965,4128316.2363151554
326725.3296666388,4128316.288122089
326725.3293808782,4128316.2881592894
326725.3293808782,4128316.2881592894
326725.3255752944,4128316.3400395387
326725.3241565702,4128316.340223765
326725.3241565702,4128316.340223765
326725.3222693997,4128316.399094567
326725.31710407557,4128316.399758799
326725.31710407557,4128316.399758799
326725.3162736117,4128316.3885730384
326725.3091438149,4128316.3894729135
326725.3091438149,4128316.3894729135
326725.3165753624,4128316.449010902
326725.3087405021,4128316.487742943
326725.3087405021,4128316.487742943
326725.30408793327,4128316.54870598
326725.2962627238,4128316.5496523646
326725.2962627238,4128316.5496523646
326725.2962627238,4128316.5496523646
326725.2892608155,4128316.6224332615
326725.2892608155,4128316.6224332615
326725.2892608155,4128316.6224332615
326725.2844310624,4128316.6229966246
326725.2765288935,4128316.669781412
326725.2834263478,4128316.729383636
326725.2807817854,4128316.7296883757
326725.2821529946,4128316.788861824
326725.2753134504,4128316.7292529265
326725.2750566736,4128316.729282377
326725.2750566736,4128316.729282377
326725.28189046914,4128316.7888919334
326725.2785095058,4128316.789277409
326725.2851978388,4128316.8768317914
326725.2851978388,4128316.8768317914
326725.2838203927,4128316.8769876193
326725.28157518216,4128316.925690514
326725.28157518216,4128316.925690514
326725.2799032517,4128316.9258787087
326725.2799032517,4128316.9258787087
326725.2799032517,4128316.9258787087
326725.2776387723,4128316.9261319437
326725.27120069746,4128317.0222829618
326725.27120069746,4128317.0222829618
326725.2639410116,4128317.0230819574
326725.27917622146,4128317.1419098815
326725.27917622146,4128317.1419098815
326725.2718301772,4128317.1426987033
326725.2644480102,4128317.0730890515
326725.2644480102,4128317.0730890515
326725.25813679304,4128317.0737509723
326725.2521127577,4128317.267790136
326725.2521127577,4128317.267790136
326725.24415865773,4128317.2686036145
326725.2301076661,4128317.259413922
326725.2301076661,4128317.259413922
326725.22497970244,4128317.3188757636
326725.2318328723,4128317.3885394847
326725.2318328723,4128317.3885394847
326725.22679522505,4128317.3890304826
326725.2259603675,4128317.4630499883
326725.2192326906,4128317.393374036
326725.2152860929,4128317.3937522243
326725.2012546615,4128317.4658244965
326725.20788151294,4128317.535510111
326725.2065424677,4128317.6047819233
326725.2065424677,4128317.6047819233
326725.19993306155,4128317.5350946523
326725.197938374,4128317.5352831003
326725.20176190836,4128317.6201216276
326725.20176190836,4128317.6201216276
326725.20244383777,4128317.6200573677
326725.1981632586,4128317.684712826
326725.1981632586,4128317.684712826
326725.1913093022,4128317.7637148355
326725.1913093022,4128317.7637148355
326725.1913093022,4128317.7637148355
326725.19104816834,4128317.7637394
326725.1948168314,4128317.8387737647
326725.1948168314,4128317.8387737647
326725.19396577246,4128317.838853648
