326585.86732764984	4128071.85832167	0.0
326585.88899577805	4128072.1768232128	0.0
326585.90137001587	4128072.496257063	0.0
326585.9115374078	4128072.8447824707	0.0
326585.92707975215	4128073.167295873	0.0
326585.93027725985	4128073.4861795637	0.0
326585.94511851226	4128073.789096867	0.0
326585.94794634345	4128074.0972578744	0.0
326585.9417734443	4128074.4133753446	0.0
326585.948617714	4128074.722748296	0.0
326585.9461680972	4128075.033053556	0.0
326585.94742381305	4128075.4367100396	0.0
326585.94191849756	4128075.756513812	0.0
326585.94136594946	4128076.0799152283	0.0
326585.9292188682	4128076.4002264272	0.0
326585.92154457874	4128076.786677133	0.0
326585.9182979605	4128077.1656360044	0.0
326585.9029431975	4128077.530969958	0.0
326585.9015890317	4128077.8734524385	0.0
326585.90660392627	4128078.193769688	0.0
326585.91823789413	4128078.5060036345	0.0
326585.91844423267	4128078.81606894	0.0
326585.9414203445	4128079.176354714	0.0
326585.93389659974	4128079.5200659884	0.0
326585.9414716561	4128079.8647599113	0.0
326585.9526672137	4128080.220109262	0.0
326585.9662508895	4128080.5622737976	0.0
326585.97156831063	4128080.8907339284	0.0
326585.98471489194	4128081.226062297	0.0
326585.98861825705	4128081.5504815592	0.0
326585.99090584356	4128081.9039801485	0.0
326585.9948117181	4128082.2785359086	0.0
326585.9933865814	4128082.652646949	0.0
326585.989130036	4128083.039951974	0.0
326585.97907451866	4128083.511369572	0.0
326585.97096026235	4128083.8765537273	0.0
326585.96510245185	4128084.246851626	0.0
326585.9527629185	4128084.5760668204	0.0
