302454.36066489184	4123700.2165482407	0.0
302454.7374574063	4123700.781848894	0.0
302455.0229188164	4123701.212927084	0.0
302455.34841611574	4123701.704495178	0.0
302455.7695975824	4123702.332958873	0.0
302455.7695975824	4123703.0588505627	0.0
302456.7338971195	4123703.918231856	0.0
302457.201754167	4123704.813899908	0.0
302457.663022444	4123705.693624875	0.0
302458.1174977481	4123706.567588555	0.0
302458.5927520031	4123707.4758501025	0.0
302459.1064374503	4123708.451855765	0.0
302459.6468553137	4123709.463684528	0.0
302460.21442325437	4123710.522798819	0.0
302460.8122243015	4123711.6156184385	0.0
302461.4276989801	4123712.730226551	0.0
302462.02799580444	4123713.815956128	0.0
302462.5609105533	4123714.7792970487	0.0
302463.02990580077	4123715.673088217	0.0
302463.486171462	4123716.528876438	0.0
302463.94021895045	4123717.372134407	0.0
302464.42129041103	4123718.263606057	0.0
302464.9292510286	4123719.2038496737	0.0
302465.4371904171	4123720.180916048	0.0
302465.95160540694	4123721.181699753	0.0
302466.4836504058	4123722.196131375	0.0
302467.00215254404	4123723.169433573	0.0
302467.5027848896	4123724.1063340725	0.0
302468.0061438539	4123725.04594598	0.0
302468.5305337622	4123726.0117082507	0.0
302468.5305337622	4123726.959098404	0.0
302469.0414725313	4123726.959098404	0.0
302469.5591821901	4123727.905033998	0.0
302470.08968159894	4123728.8601055075	0.0
302470.6180977259	4123729.808379723	0.0
302471.14394348307	4123730.7480177414	0.0
302471.68122214975	4123731.6957133887	0.0
302472.22899891034	4123732.6620357367	0.0
302472.8295970039	4123733.7166727437	0.0
302473.53917743114	4123734.932687493	0.0
302474.3117944218	4123736.2436228977	0.0
302474.3117944218	4123737.596481889	0.0
302475.12711664557	4123737.596481889	0.0
302475.9701014549	4123738.974410067	0.0
302476.7567306883	4123740.365321708	0.0
302477.537356163	4123741.8908960996	0.0
302478.3775316562	4123743.5958497953	0.0
302479.26536609785	4123745.383503571	0.0
302480.16762533644	4123747.193207394	0.0
302481.0063601451	4123748.880986819	0.0
302481.78638451686	4123750.4376617773	0.0
302482.55116888206	4123751.881083085	0.0
302483.3199097686	4123753.2851836486	0.0
302484.1119380875	4123754.6981731625	0.0
302484.9447712795	4123756.166638679	0.0
302485.72895755083	4123757.529297922	0.0
302486.48411466414	4123758.8214012934	0.0
302487.2383102541	4123760.097799255	0.0
302487.9909004946	4123761.3437040527	0.0
302488.7592420809	4123762.6177338758	0.0
302489.5349284407	4123763.8895555376	0.0
302490.2801826559	4123765.2009509434	0.0
302491.00585441664	4123766.522614091	0.0
302491.72933856864	4123767.8456240185	0.0
302492.4463212337	4123769.175263243	0.0
302493.15505805926	4123770.4751206515	0.0
302493.8443899729	4123771.729915752	0.0
302494.52545422537	4123772.947713128	0.0
302495.21615093085	4123774.1787915584	0.0
302495.9336186108	4123775.434775155	0.0
302496.65720026946	4123776.680252913	0.0
302497.3945805419	4123777.946315162	0.0
302498.15490470675	4123779.2255303124	0.0
302498.88590504054	4123780.4971088334	0.0
302499.49990319496	4123781.8197347806	0.0
302500.0025484951	4123783.2134441677	0.0
302500.39237546903	4123784.6788265714	0.0
302500.64413505164	4123786.1865001647	0.0
302500.7710213737	4123787.7376347925	0.0
302500.72518088424	4123789.3167031063	0.0
302500.44339986733	4123790.871531909	0.0
302499.3388649799	4123793.6369828624	0.0
302498.6006981058	4123794.833587502	0.0
302497.72776340554	4123795.954907753	0.0
302496.74055178603	4123796.978997318	0.0
302495.690503667	4123797.8600521274	0.0
302494.5923827316	4123798.5842171744	0.0
302493.46546303853	4123799.1910068127	0.0
302492.3494275879	4123799.7448051544	0.0
302491.23077844875	4123800.2818268486	0.0
302490.11257310794	4123800.825129493	0.0
302488.9140953339	4123801.4023323916	0.0
302487.60727445956	4123802.033894977	0.0
302486.24005926703	4123802.7016657083	0.0
302484.87407617166	4123803.4469379154	0.0
